AA	NNP
AAA	NNP
ABCP	NNP
ABF	NNP
ABMI	NNP
ABS	NNP
ACWI	NNP
ADB	NNP
AF	NNP
AI	NNP
AIIB	NNP
AMF	NNP
AML	NNP
AMRO	NNP
APEC	NNP
ASEAN	NNP
ASF	NNP
ATM	NNP
AU	NNP
BA	NNP
BANK	NNP
BB	NNP
BBB	NNP
BCBS	NNP
BCH	NNP
BIS	NNP
BMI	NNP
BOK	NNP
BOP	NNP
BPS	NNP
BSI	NNP
BTG	NNP
BW	NNP
CACREL	NNP
CAMEL	NNP
CASH	NNP
CB	NNP
CBO	NNP
CBOE	NNP
CC	NNP
CCC	NNP
CCF	NNP
CCP	NNP
CCSI	NNP
CD	NNP
CDO	NNP
CDS	NNP
CEU	NNP
CFC	NNP
CFTC	NNP
CHF	NNP
CI	NNP
CIC	NNP
CLN	NNP
CLO	NNP
CLS	NNP
CMA	NNP
CME	NNP
CMI	NNP
CMIM	NNP
CMO	NNP
CMS	NNP
COFIX	NNP
COMESA	NNP
COP	NNP
CP	NNP
CPI	NNP
CPMI	NNP
CPSS	NNP
CRA	NNP
CSD	NNP
CSI	NNP
CSS	NNP
DC	NNP
DLS	NNP
DLT	NNP
DNA	NNP
DOJ	NNP
DP	NNP
DSR	NNP
DTA	NNP
DTI	NNP
DVP	NNP
DebtRank	NNG
EAD	NNP
EB	NNP
EBRD	NNP
EC	NNP
ECB	NNP
ED	NNP
EDI	NNP
EDP	NNP
EIB	NNP
EL	NNP
ELD	NNP
ELF	NNP
ELS	NNP
EMBI	NNP
EMEAP	NNP
EMI	NNP
EMU	NNP
EP	NNP
EPS	NNP
ERAB	NNP
ERPD	NNP
ESI	NNP
ESM	NNP
ETF	NNP
EU	NNP
EUR	NNP
FAX	NNP
FCA	NNP
FDI	NNP
FDIC	NNP
FEIS	NNP
FLAR	NNP
FOB	NNP
FOMC	NNP
FRB	NNP
FRN	NNP
FRS	NNP
FSB	NNP
FSF	NNP
FT	NNP
FTA	NNP
FTC	NNP
FTP	NNP
FTSE	NNP
FX	NNP
GATT	NNP
GBP	NNP
GCF	NNP
GDP	NNP
GEF	NNP
GNDI	NNP
GNI	NNP
GVC	NNP
HHI	NNP
IASB	NNP
IBA	NNP
IBRD	NNP
IC	NNP
ICMA	NNP
ICO	NNP
ID	NNP
IDA	NNP
IDE	NNP
IFRS	NNP
IIP	NNP
ILC	NNP
ILO	NNP
IMD	NNP
IMF	NNP
IOER	NNP
IOSCO	NNP
IP	NNP
IPO	NNP
IRS	NNP
ISA	NNP
ISO	NNP
IT	NNP
JPY	NNP
KI	NNP
KIC	NNP
KIKO	NNP
KO	NNP
KODEX	NNP
KOREA	NNP
KORIBOR	NNP
KOSCOM	NNP
KOSEF	NNP
KOSPI	NNP
KSD	NNP
KYC	NNP
LBO	NNP
LCR	NNP
LGD	NNP
LIBOR	NNP
LPG	NNP
LSE	NNP
LTV	NNP
MBS	NNP
MMF	NNP
MS	NNP
MSCI	NNP
MV	NNP
NAFIS	NNP
NAFTA	NNP
NAIRU	NNP
NBER	NNP
NDF	NNP
NDI	NNP
NDP	NNP
NI	NNP
NIF	NNP
NNI	NNP
NOE	NNP
NSFR	NNP
OCC	NNP
OECD	NNP
OEEC	NNP
OF	NNP
OLTP	NNP
OO	NNP
OPEC	NNP
OTC	NNP
OTO	NNP
PAC	NNP
PAIF	NNP
PBR	NNP
PC	NNP
PD	NNP
PDI	NNP
PER	NNP
PF	NNP
PFMI	NNP
PG	NNP
PGDI	NNP
PI	NNP
PPI	NNP
PPP	NNP
PVP	NNP
PY	NNP
QE	NNP
RB	NNP
RCA	NNP
RF	NNP
ROCA	NNP
RP	NNP
RSF	NNP
RT	NNP
RTA	NNP
Repo	NNG
SBA	NNP
SCAV	NNP
SCBR	NNP
SCSI	NNP
SDR	NNP
SEACEN	NNP
SEC	NNP
SEEA	NNP
SET	NNP
SIB	NNP
SIFI	NNP
SNA	NNP
SNS	NNP
SOC	NNP
SPC	NNP
SPV	NNP
SRC	NNP
SRS	NNP
STOXX	NNP
STRIP	NNP
STRIPS	NNP
SWIFT	NNP
TBTF	NNP
TED	NNP
TOPIX	NNP
TRS	NNP
TTP	NNP
UAE	NNP
UL	NNP
UN	NNP
UNECE	NNP
UNFCCC	NNP
US	NNP
USD	NNP
VA	NNP
VAN	NNP
VISA	NNP
VIX	NNP
VSTOXX	NNP
WEF	NNP
WON	NNP
WTI	NNP
WTO	NNP
YTM	NNP
가게	NNG
가격	NNG
가계	NNG
가계부	NNG
가공	NNG
가구	NNG
가능	NNG
가동	NNG
가드	NNG
가로	NNG
가맹	NNG
가맹점	NNG
가산	NNG
가산금	NNG
가상	NNG
가상통	NNG
가액	NNG
가용	NNG
가운데	NNG
가을	NNG
가이드라인	NNG
가입	NNG
가재정법	NNG
가전제품	NNG
가정	NNG
가정주부	NNG
가축	NNG
가치	NNG
각국	NNG
각료	NNG
각종	NNG
간섭	NNG
간접	NNG
간접비	NNG
간접세	NNG
감독	NNG
감사	NNG
감사원	NNG
감세	NNG
감소	NNG
감시	NNG
감염	NNG
감응도계수	NNG
감지	NNG
감축	NNG
강세	NNG
강연	NNG
강화	NNG
개국	NNG
개년	NNG
개도국	NNG
개발	NNG
개발도상국	NNG
개발원조	NNG
개방	NNG
개별스	NNG
개사	NNG
개선	NNG
개설	NNG
개월	NNG
개인	NNG
개인형퇴직연금	NNG
개입	NNG
개정	NNG
개최	NNG
개편	NNG
개혁	NNG
객관	NNG
갱신	NNG
거래	NNG
거래소	NNG
거래일	NNG
거래처	NNG
거시	NNG
거시경	NNG
거액익스포저	NNG
거주자	NNG
건강	NNG
건설	NNG
건설사	NNG
건설업	NNG
건수	NNG
건의	NNG
건전	NNG
검사	NNG
검증	NNG
검토	NNG
게임	NNG
게임머니	NNG
격지간	NNG
견해	NNG
결과	NNG
결산일	NNG
결성	NNG
결정	NNG
결제	NNG
결제원	NNG
결제일	NNG
결함	NNG
겸직	NNG
경계	NNG
경과	NNG
경기	NNG
경기침	NNG
경력	NNG
경로	NNG
경비	NNG
경상수지	NNG
경영	NNG
경영자	NNG
경쟁	NNG
경쟁력	NNG
경제	NNG
경제정	NNG
경제지	NNG
경제학	NNG
경제학자	NNG
경제협력개발기구	NNG
경제활동인구	NNG
경합	NNG
경험	NNG
계란	NNG
계리하	NNG
계산	NNG
계약	NNG
계약금	NNG
계약방	NNG
계약직	NNG
계열	NNG
계열사	NNG
계절	NNG
계좌	NNG
계획	NNG
고가품	NNG
고객	NNG
고령	NNG
고무	NNG
고용	NNG
고용주	NNG
고유	NNG
고유동성자	NNG
고율	NNG
고정	NNG
고정자	NNG
고정환	NNG
고정환율제	NNG
고통	NNG
곡물	NNG
곡선	NNG
골드만삭스	NNG
골드스미스	NNG
곰이	NNG
공간	NNG
공개	NNG
공격	NNG
공공	NNG
공공부조	NNG
공공서비	NNG
공공용지	NNG
공공재	NNG
공과	NNG
공과금	NNG
공급	NNG
공급량	NNG
공급업자	NNG
공급자	NNG
공기	NNG
공기업	NNG
공동	NNG
공모	NNG
공무원	NNG
공산품	NNG
공시	NNG
공식	NNG
공원	NNG
공유	NNG
공장	NNG
공조	NNG
공존	NNG
공증	NNG
공항	NNG
공해	NNG
공화국	NNG
공화당	NNG
과거	NNG
과소	NNG
과시	NNG
과열	NNG
과열일	NNG
과잉	NNG
과점	NNG
과정	NNG
과포지션	NNG
과학	NNG
관리	NNG
관리법	NNG
관세	NNG
관세법	NNG
관세청	NNG
관점	NNG
관할	NNG
광고	NNG
광공업	NNG
광범위	NNG
광업	NNG
광의	NNG
광주	NNG
교역	NNG
교역량	NNG
교육	NNG
교육비	NNG
교포	NNG
교환	NNG
교환소	NNG
구간	NNG
구두	NNG
구매	NNG
구매력	NNG
구매자	NNG
구분	NNG
구성	NNG
구성요	NNG
구성원	NNG
구실	NNG
구입	NNG
구조	NNG
구조물	NNG
구직	NNG
구직자	NNG
구직활	NNG
구축	NNG
구호물자	NNG
국가	NNG
국가경	NNG
국가안	NNG
국가주석	NNG
국가채무	NNG
국고	NNG
국고채	NNG
국공채	NNG
국내	NNG
국내법	NNG
국내외	NNG
국면	NNG
국민	NNG
국민대	NNG
국민연금	NNG
국방	NNG
국부	NNG
국세	NNG
국세청	NNG
국외	NNG
국장급	NNG
국적	NNG
국제	NNG
국제간	NNG
국제결	NNG
국제결제은행	NNG
국제기구	NNG
국제노동기구	NNG
국제부흥개발은행	NNG
국제수지	NNG
국제통	NNG
국제통화기금	NNG
국제피셔효	NNG
국제회계기	NNG
국제회계기준	NNG
국채	NNG
국채선물	NNG
국회	NNG
군사	NNG
군인	NNG
권고	NNG
권리	NNG
권한	NNG
귀금속	NNG
규격	NNG
규명	NNG
규모	NNG
규범	NNG
규정	NNG
규제	NNG
균형	NNG
균형성장	NNG
그간	NNG
그동안	NNG
그룹	NNG
그리스	NNG
그린	NNG
그린본드	NNG
그림	NNG
극복	NNG
근거	NNG
근로	NNG
근로자	NNG
근저당	NNG
글래스	NNG
글로벌	NNG
글자	NNG
금고	NNG
금년	NNG
금리	NNG
금리변	NNG
금발머	NNG
금본위제	NNG
금액	NNG
금융	NNG
금융결제원	NNG
금융시스	NNG
금융안정포럼	NNG
금융업	NNG
금융채	NNG
금의	NNG
금전	NNG
금지	NNG
급등	NNG
급락	NNG
급료	NNG
급변	NNG
급식	NNG
급액	NNG
급여	NNG
급증	NNG
급지시송신액	NNG
긍정	NNG
기간	NNG
기간산업	NNG
기계	NNG
기관	NNG
기관마	NNG
기구	NNG
기금	NNG
기금리	NNG
기기	NNG
기능	NNG
기대	NNG
기록	NNG
기말	NNG
기명	NNG
기반	NNG
기법	NNG
기별	NNG
기본급	NNG
기부	NNG
기부금	NNG
기상	NNG
기성액	NNG
기술	NNG
기업	NNG
기업인	NNG
기일물	NNG
기재부	NNG
기저귀	NNG
기존	NNG
기준	NNG
기준순환일	NNG
기초	NNG
기타	NNG
기타지분	NNG
기타포	NNG
기펜재	NNG
기프트	NNG
기회비용	NNG
기획자	NNG
기후	NNG
긴급	NNG
깡통	NNG
꼬리	NNG
나라	NNG
나머지	NNG
낙인	NNG
난민	NNG
난외자산	NNG
남미	NNG
남아프리카	NNG
납부	NNG
납세자	NNG
납입	NNG
납입금	NNG
내국	NNG
내국인	NNG
내부	NNG
내부통제	NNG
내외	NNG
내용	NNG
내의	NNG
냉간압연강재	NNG
냉전	NNG
네덜란드	NNG
네트워크	NNG
년대	NNG
노년	NNG
노동	NNG
노동량	NNG
노동력	NNG
노동자	NNG
노동조합	NNG
노드하우스	NNG
노력	NNG
노령	NNG
노사	NNG
노인	NNG
노출	NNG
녹색기후기	NNG
논의	NNG
농경지	NNG
농림수	NNG
농산물	NNG
농수산물	NNG
농작물	NNG
농협	NNG
농협은행	NNG
누락	NNG
누진	NNG
뉴욕	NNG
뉴욕증권거래소	NNG
뉴질랜드	NNG
뉴햄프셔주	NNG
능력	NNG
능률급	NNG
다국적	NNG
다수	NNG
다양	NNG
다우존스	NNG
다음	NNG
다이아몬드	NNG
다자간	NNG
단가	NNG
단계	NNG
단기	NNG
단기목	NNG
단말기	NNG
단순	NNG
단시간	NNG
단위	NNG
단일	NNG
단체	NNG
달걀	NNG
달러	NNG
달러화	NNG
달성	NNG
담배	NNG
담보	NNG
당기	NNG
당사국	NNG
당사자	NNG
당시	NNG
당연직	NNG
당일	NNG
당장	NNG
당초	NNG
당행	NNG
대가	NNG
대각선	NNG
대구	NNG
대금	NNG
대내외	NNG
대량	NNG
대로	NNG
대륙	NNG
대리인	NNG
대리점	NNG
대마불사	NNG
대만	NNG
대미	NNG
대비	NNG
대상	NNG
대상국	NNG
대상자	NNG
대신	NNG
대여	NNG
대외	NNG
대응	NNG
대의	NNG
대전	NNG
대지	NNG
대책	NNG
대체재	NNG
대출	NNG
대출금	NNG
대침체	NNG
대표	NNG
대학교	NNG
대한상공회의소	NNG
대행	NNG
대형	NNG
대화	NNG
더블딥	NNG
더블린	NNG
덤핑	NNG
데모	NNG
데이터	NNG
데이터베이스	NNG
덴마크	NNG
도난	NNG
도드	NNG
도로	NNG
도산	NNG
도시	NNG
도시가스	NNG
도용	NNG
도움	NNG
도입	NNG
도착	NNG
도쿄	NNG
독일	NNG
독점	NNG
동경	NNG
동구	NNG
동남아	NNG
동남아시아	NNG
동력	NNG
동률	NNG
동부	NNG
동시	NNG
동아	NNG
동아시아	NNG
동안	NNG
동영상	NNG
동원	NNG
동유럽	NNG
동의	NNG
동일	NNG
동일인	NNG
동종	NNG
동행	NNG
동향	NNG
두바이유	NNG
듀레이션	NNG
등급	NNG
등기	NNG
등록	NNG
등록기	NNG
등록세	NNG
등유	NNG
등장	NNG
등지	NNG
디레버리징	NNG
디스인터미디에이션	NNG
디자인	NNG
디지털	NNG
디커플링	NNG
디폴트	NNG
디플레이션	NNG
딜러	NNG
딜레마	NNG
때문	NNG
라면	NNG
라부안	NNG
래퍼	NNG
러시아	NNG
런던	NNG
레귤레이션	NNG
레그테크	NNG
레버리지	NNG
레온티에프	NNG
레이건	NNG
레이번슈타인	NNG
레이션	NNG
레저	NNG
로그인	NNG
로도	NNG
로드맵	NNG
로렌	NNG
로렌츠	NNG
로버트	NNG
로보어드바이저	NNG
로봇	NNG
로치	NNG
록증	NNG
롬바르트형	NNG
룩셈부르크	NNG
리드앤드래그	NNG
리디노미네이션	NNG
리먼브라더스	NNG
리먼브러더스	NNG
리보	NNG
리부	NNG
리스	NNG
리스료	NNG
리스크	NNG
리와	NNG
리저브트란셰	NNG
리치	NNG
마련	NNG
마리	NNG
마모	NNG
마비	NNG
마스트리히트	NNG
마약	NNG
마을	NNG
마이너	NNG
마이너스	NNG
마찬가지	NNG
마케팅	NNG
만기	NNG
만기일	NNG
만일	NNG
만큼	NNG
말레이시아	NNG
매각	NNG
매도	NNG
매도통	NNG
매매	NNG
매수	NNG
매수자	NNG
매입	NNG
매입채무	NNG
매출액	NNG
매칭	NNG
맥도날드	NNG
맥도널드	NNG
맺은	NNG
메릴린치	NNG
메시지	NNG
메신저	NNG
멕시코	NNG
멤버십	NNG
면도	NNG
면적	NNG
면제	NNG
면포	NNG
명당	NNG
명령	NNG
명목	NNG
명목이자율	NNG
명절	NNG
명품	NNG
모건	NNG
모건스탠리	NNG
모기지	NNG
모니터링	NNG
모델	NNG
모라토리엄	NNG
모바일	NNG
모양	NNG
모의	NNG
모집	NNG
모형	NNG
목요일	NNG
목적	NNG
목표	NNG
무늬	NNG
무다라바	NNG
무디스	NNG
무라바하	NNG
무샤라카	NNG
무역	NNG
무역수지	NNG
무작위	NNG
무하마드	NNG
무한대	NNG
무형	NNG
문양	NNG
문자	NNG
문제	NNG
문제점	NNG
문학	NNG
문화	NNG
문화비	NNG
물가	NNG
물가안정목표제	NNG
물건	NNG
물품	NNG
물품공	NNG
뮤추얼펀드	NNG
미국	NNG
미국발	NNG
미국식	NNG
미달	NNG
미디어	NNG
미래	NNG
미만	NNG
미술	NNG
미얀마	NNG
미연	NNG
민간	NNG
민감	NNG
민주당	NNG
민첩성	NNG
밀접	NNG
바니	NNG
바스켓	NNG
바우처	NNG
바이	NNG
바이오	NNG
바젤	NNG
바젤위원회	NNG
바젤은행감독위원회	NNG
바트	NNG
바하마	NNG
반대	NNG
반대급부	NNG
반드	NNG
반면	NNG
반복	NNG
반비례	NNG
반영	NNG
반응	NNG
반제	NNG
발굴	NNG
발급	NNG
발달	NNG
발동	NNG
발명	NNG
발생	NNG
발은행	NNG
발전	NNG
발전소	NNG
발주	NNG
발행	NNG
발행인	NNG
발행자	NNG
발효	NNG
방글라데시	NNG
방문	NNG
방법	NNG
방식	NNG
방정식	NNG
방지	NNG
방카슈랑스	NNG
방향	NNG
방화벽	NNG
배경	NNG
배달	NNG
배당	NNG
배당금	NNG
배부	NNG
배율	NNG
배정	NNG
배제	NNG
배추	NNG
배출	NNG
배출량	NNG
백분율	NNG
백악관	NNG
백업	NNG
백화점	NNG
뱅크런	NNG
뱅크오브아메리카	NNG
뱅크월렛	NNG
버냉키	NNG
버블	NNG
번째	NNG
번호	NNG
범용	NNG
범위	NNG
범죄	NNG
범죄자	NNG
법규	NNG
법령	NNG
법률	NNG
법인	NNG
법인세	NNG
법칙	NNG
베네룩스	NNG
베이시스	NNG
베이컨	NNG
베트남	NNG
베트남전	NNG
벤치마크	NNG
변경	NNG
변동	NNG
변수	NNG
변조	NNG
변화	NNG
병원	NNG
보고르	NNG
보고서	NNG
보관	NNG
보급	NNG
보복	NNG
보상	NNG
보상비	NNG
보완	NNG
보완재	NNG
보유	NNG
보유자	NNG
보유지준	NNG
보육	NNG
보인	NNG
보장	NNG
보장매	NNG
보전	NNG
보조금	NNG
보증료	NNG
보통주	NNG
보험	NNG
보험금	NNG
보험료	NNG
보험사	NNG
보호	NNG
보호법	NNG
복구	NNG
복귀	NNG
복리	NNG
복리채	NNG
복수	NNG
복원력	NNG
복지	NNG
본격	NNG
본국	NNG
본드	NNG
본래	NNG
본부	NNG
본원통화	NNG
본의	NNG
본인	NNG
본점	NNG
볼커	NNG
볼커룰	NNG
부가	NNG
부과	NNG
부금	NNG
부담	NNG
부도	NNG
부동산	NNG
부문	NNG
부산	NNG
부설	NNG
부속	NNG
부실	NNG
부인	NNG
부작용	NNG
부정	NNG
부족	NNG
부채	NNG
부총재	NNG
부테린	NNG
부호	NNG
부흥	NNG
북미	NNG
북유럽	NNG
분간	NNG
분기	NNG
분담	NNG
분리	NNG
분산	NNG
분산원장기술	NNG
분석	NNG
분쇄	NNG
분실	NNG
분야	NNG
분양	NNG
분업	NNG
분위	NNG
분장	NNG
분전	NNG
분화	NNG
불가	NNG
불공	NNG
불능	NNG
불리	NNG
불안	NNG
불안감	NNG
불입	NNG
불충분	NNG
불황	NNG
붕괴	NNG
브라질	NNG
브랜드	NNG
브레튼	NNG
브레튼우즈	NNG
브렌트유	NNG
브로커	NNG
브릭스	NNG
블라일리	NNG
블랙	NNG
블랙숄즈모형	NNG
블록	NNG
블록체인	NNG
비거	NNG
비교	NNG
비밀번호	NNG
비배제성	NNG
비아시아	NNG
비용	NNG
비율	NNG
비전	NNG
비전형근	NNG
비중	NNG
비차	NNG
비탈릭	NNG
비트	NNG
비트코인	NNG
빅데이터	NNG
빅맥	NNG
빈곤	NNG
빈곤선	NNG
사고	NNG
사기	NNG
사기구	NNG
사람	NNG
사례	NNG
사망	NNG
사모	NNG
사무	NNG
사무국	NNG
사무실	NNG
사방	NNG
사법	NNG
사법부	NNG
사상	NNG
사생활	NNG
사설	NNG
사업	NNG
사업자	NNG
사용	NNG
사용처	NNG
사유	NNG
사이버	NNG
사전	NNG
사정	NNG
사지수	NNG
사진	NNG
사채	NNG
사탕	NNG
사탕수수	NNG
사태	NNG
사토시	NNG
사학연	NNG
사항	NNG
사회	NNG
사회단체	NNG
사회보	NNG
사회연대은행	NNG
사후	NNG
삭감	NNG
산림	NNG
산업	NNG
산업은행	NNG
산업재해보상보험	NNG
산정	NNG
산출	NNG
산출액	NNG
산하	NNG
삼겹살	NNG
상거래	NNG
상관	NNG
상관관계	NNG
상담	NNG
상당	NNG
상당액	NNG
상대	NNG
상대국	NNG
상반기	NNG
상법	NNG
상설	NNG
상속세	NNG
상쇄	NNG
상승	NNG
상시	NNG
상업	NNG
상업은행	NNG
상여금	NNG
상위	NNG
상의	NNG
상임위	NNG
상장	NNG
상충	NNG
상층	NNG
상태	NNG
상표	NNG
상품	NNG
상하	NNG
상해	NNG
상향	NNG
상호	NNG
상호저축은행	NNG
상환	NNG
상환액	NNG
상황	NNG
생계비	NNG
생물	NNG
생산	NNG
생산량	NNG
생산물	NNG
생산물세	NNG
생산자	NNG
생성	NNG
생수	NNG
생존	NNG
생존자	NNG
생활	NNG
생활수준	NNG
샤리아	NNG
샴푸	NNG
서독	NNG
서류	NNG
서명	NNG
서방	NNG
서브프라임	NNG
서비	NNG
서비스	NNG
서비스업	NNG
서울	NNG
서의	NNG
서킷브레이커	NNG
석유	NNG
석탄	NNG
선도	NNG
선물	NNG
선물환	NNG
선박	NNG
선불	NNG
선순위	NNG
선언	NNG
선정	NNG
선진	NNG
선진국	NNG
선택	NNG
선행	NNG
설계	NNG
설득력	NNG
설립	NNG
설명	NNG
설비	NNG
설정	NNG
설치	NNG
성격	NNG
성과	NNG
성립	NNG
성매매	NNG
성명	NNG
성별	NNG
성장	NNG
성장통화	NNG
성품	NNG
성향	NNG
세계	NNG
세계무역기구	NNG
세계은행	NNG
세금	NNG
세기	NNG
세로	NNG
세무	NNG
세부	NNG
세율	NNG
세이프	NNG
세이프가드	NNG
세입	NNG
소각	NNG
소간	NNG
소득	NNG
소득세	NNG
소멸	NNG
소방	NNG
소비	NNG
소비자	NNG
소비자보호법	NNG
소속	NNG
소수	NNG
소수점	NNG
소액	NNG
소요	NNG
소유	NNG
